time,voltage
0.0,0.009934283060224654
0.002777777777777778,-0.002765286023423693
0.005555555555555556,0.01295377076201385
0.008333333333333333,0.03046059712816051
0.011111111111111112,-0.004683067494466719
0.01388888888888889,-0.004682739138983611
0.016666666666666666,0.03158425631014783
0.019444444444444445,0.015348694583058176
0.022222222222222223,-0.009389487718699043
0.025,0.010851200871719294
0.02777777777777778,-0.009268353856249245
0.030555555555555558,-0.009314595071405137
0.03333333333333333,0.004839245431320682
0.036111111111111115,-0.03826560489315596
0.03888888888888889,-0.03449835665026066
0.04166666666666667,-0.011245750584819454
0.044444444444444446,-0.020256622406688476
0.04722222222222222,0.006284946651905478
0.05,-0.01816048151042422
0.05277777777777778,-0.02824607402670583
0.05555555555555556,0.029312975378431083
0.058333333333333334,-0.004515526009730713
0.061111111111111116,0.0013505640937584767
0.0638888888888889,-0.028494963724269136
0.06666666666666667,-0.010887654490503653
0.06944444444444445,0.002218451794197322
0.07222222222222223,-0.023019871548446057
0.075,0.007513960366913439
0.07777777777777778,-0.0120127737983761
0.08055555555555556,-0.005833874995865536
0.08333333333333334,-0.012034132244587938
0.08611111111111111,0.03704556369017876
0.08888888888888889,-0.0002699444947586784
0.09166666666666667,-0.021154218579118006
0.09444444444444444,0.01645089824206378
0.09722222222222222,-0.024416872999420445
0.1,0.0041772719000951085
0.10277777777777779,-0.039193402477595514
0.10555555555555556,-0.02656372097796861
0.10833333333333334,0.003937224717382471
0.11111111111111112,0.014769331599908208
0.11388888888888889,0.00342736562379941
0.11666666666666667,-0.0023129656477648107
0.11944444444444445,-0.0060220739117857755
0.12222222222222223,-0.02957043980734855
0.125,-0.014396884167894173
0.1277777777777778,-0.00921277541919575
0.13055555555555556,0.021142444524378315
0.13333333333333333,0.006872365791369228
0.13611111111111113,-0.03526080310725468
0.1388888888888889,0.0064816793878959
0.14166666666666666,-0.007701645608326331
0.14444444444444446,-0.013538440006119175
0.14722222222222223,0.012233525776817357
0.15,0.02061999044991902
0.1527777777777778,0.018625602382323973
0.15555555555555556,-0.01678435046445277
0.15833333333333333,-0.006184247517024292
0.16111111111111112,0.006625268628071279
0.1638888888888889,0.019510902542447184
0.16666666666666669,-0.0095834847569058
0.16944444444444445,-0.0037131795332763424
0.17222222222222222,-0.022126699480120565
0.17500000000000002,-0.023924132481613417
0.17777777777777778,0.016250516447883962
0.18055555555555555,0.02712480057141646
0.18333333333333335,-0.001440202431606677
0.18611111111111112,0.020070657957840483
0.18888888888888888,0.007232720500952683
0.19166666666666668,-0.012902395092102486
0.19444444444444445,0.0072279121101682785
0.19722222222222224,0.030760731329319384
0.2,-0.0007165207821990308
0.20277777777777778,0.03129287311628012
0.20555555555555557,-0.05239490208179489
0.20833333333333334,0.01643805008750448
0.2111111111111111,0.0017409413647634245
0.2138888888888889,-0.00598014700931735
0.21666666666666667,0.001835215530710046
0.21944444444444444,-0.03975137829201786
0.22222222222222224,-0.004393437756750239
0.225,0.007142251430234928
0.22777777777777777,0.029557880894830323
0.23055555555555557,-0.010365404365472949
0.23333333333333334,-0.016169872057863754
0.23611111111111113,-0.010035140871690731
0.2388888888888889,0.018308042354041484
0.24166666666666667,0.006575022193193689
0.24444444444444446,-0.010595204075340776
0.24722222222222223,0.010265348662267122
0.25,0.0019415509869608078
0.25277777777777777,0.019372899810657786
0.2555555555555556,-0.014041061877547048
0.25833333333333336,-0.006553242931955364
0.2611111111111111,-0.007842163062643152
0.2638888888888889,-0.029270298962642372
0.26666666666666666,0.0059224055412915215
0.26944444444444443,0.005221105443597786
0.27222222222222225,0.0001022691328492178
0.275,-0.004691742667502939
0.2777777777777778,-0.028307414841008287
0.28055555555555556,-0.00841290645530718
0.2833333333333333,-0.00685429033053539
0.28611111111111115,-0.01604554538443238
0.2888888888888889,-0.003225714233320183
0.2916666666666667,0.008081017136290768
0.29444444444444445,0.0377237180242106
0.2972222222222222,0.0034915562566367794
0.3,0.005151007814455287
0.3027777777777778,-0.0014889183153233444
0.3055555555555556,-0.03837542430598083
0.30833333333333335,-0.0005302775089843375
0.3111111111111111,0.0012046041988205288
0.3138888888888889,0.049264842249705725
0.31666666666666665,-0.0038472192956224504
0.3194444444444445,0.006030946846672249
0.32222222222222224,-0.0006942353941048662
0.325,-0.02337356075239064
0.3277777777777778,0.007755801790749507
0.33055555555555555,-0.004553994400834571
0.33333333333333337,-0.009114581936868683
0.33611111111111114,-0.049316059791306224
0.3388888888888889,-0.010061252386577266
0.3416666666666667,-0.07382035743300705
0.34444444444444444,-0.042203608847757264
0.3472222222222222,-0.018528324549418988
0.35000000000000003,-0.0904755542883854
0.3527777777777778,-0.089900173567869
0.35555555555555557,-0.08370666184177507
0.35833333333333334,-0.10175504865552688
0.3611111111111111,-0.12722871779266845
0.36388888888888893,-0.09766887077359569
0.3666666666666667,-0.12124607427452211
0.36944444444444446,-0.08956828165701261
0.37222222222222223,-0.11460393385602187
0.375,-0.06068684747285211
0.37777777777777777,-0.10136475499025263
0.3805555555555556,-0.08501544929992708
0.38333333333333336,-0.05439448343837823
0.3861111111111111,-0.08695472339429766
0.3888888888888889,0.13063019102934312
0.39166666666666666,0.22971172768578324
0.3944444444444445,0.2634729771951069
0.39722222222222225,0.40419199049397736
0.4,0.5196699422448654
0.4027777777777778,0.6474190340111832
0.40555555555555556,0.735328190389562
0.4083333333333333,0.8305877591735933
0.41111111111111115,0.9441509562961227
0.4138888888888889,0.9889390863924942
0.4166666666666667,1.0050098570069175
0.41944444444444445,0.9899283571177699
0.4222222222222222,0.9201116305522149
0.425,0.8616419653784989
0.4277777777777778,0.7357273450739955
0.4305555555555556,0.5979028931605397
0.43333333333333335,0.5268525557050624
0.4361111111111111,0.3788476610461556
0.4388888888888889,0.23367943333697927
0.4416666666666667,0.17091660859564983
0.4444444444444445,-0.12737513485207178
0.44722222222222224,-0.10893318205638808
0.45,-0.11815774399139517
0.4527777777777778,-0.17356208431866135
0.45555555555555555,-0.15213185570216936
0.45833333333333337,-0.17511545260767583
0.46111111111111114,-0.17598969514280183
0.4638888888888889,-0.16014440088635354
0.4666666666666667,-0.20490776232005742
0.46944444444444444,-0.21315498382658227
0.47222222222222227,-0.2102211869352021
0.47500000000000003,-0.19968727684571458
0.4777777777777778,-0.17294141247533787
0.48055555555555557,-0.15032539845529427
0.48333333333333334,-0.13579583958494287
0.4861111111111111,-0.10813120915051665
0.48888888888888893,-0.1076214636099672
0.4916666666666667,-0.06249599081117653
0.49444444444444446,-0.08152741387535763
0.49722222222222223,0.03350444154600859
0.5,0.007944868698493562
0.5027777777777778,-0.006812291455351463
0.5055555555555555,0.032588672957084716
0.5083333333333333,0.06842741346857384
0.5111111111111112,0.05936474047935039
0.513888888888889,0.08345652432883242
0.5166666666666667,0.08427041512465973
0.5194444444444445,0.07926310129101508
0.5222222222222223,0.0699788866006881
0.525,0.06308798759251699
0.5277777777777778,0.09119163510614879
